symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,source_section,source_market,source_industry,source_description,source_url
00857.HK,ペトロチャイナ ペトロチャイナ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,00857;ペトロチャイナ ペトロチャイナ;石油及び天然ガスの探査・掘削・開発・精製・販売など上流部門から下流部門まで一連の事業を行う;石油,none,,,,standard,utilities,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0857.HK,generated,,,Hong Kong,HKEX,00857,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,石油,石油及び天然ガスの探査・掘削・開発・精製・販売など上流部門から下流部門まで一連の事業を行う,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00858.HK,精優藥業 エクストラウェルファーマ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,00858;精優藥業 エクストラウェルファーマ;医薬品の研究開発;製造販売;ヘルスケア・バイオテクノロジー,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0858.HK,generated,,,Hong Kong,HKEX,00858,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア・バイオテクノロジー,医薬品の研究開発、製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00859.HK,中昌国際 チャンチュン・インターナショナル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00859;中昌国際 チャンチュン・インターナショナル;マザーボード及びインターネット機器の設計;製造。ほかPC周辺機器の販売も;不動産,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0859.HK,generated,,,Hong Kong,HKEX,00859,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,マザーボード及びインターネット機器の設計、製造。ほかPC周辺機器の販売も,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00860.HK,力世紀 アポロフューチャー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,00860;力世紀 アポロフューチャー;宝飾品の製造販売;一般製造,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0860.HK,generated,,,Hong Kong,HKEX,00860,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,宝飾品の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00861.HK,デジタルチャイナ デジタル チャイナ ホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00861;デジタルチャイナ デジタル チャイナ ホールディングス;外国ブランドIT製品の販売;システム統合サービスネットワーク製品開発・販売;IT,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0861.HK,generated,,,Hong Kong,HKEX,00861,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,IT,外国ブランドIT製品の販売、システム統合サービスネットワーク製品開発・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00862.HK,Vision Values ビジョンバリューズ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00862;Vision Values ビジョンバリューズ;中国でモバイルインターネットサービスなどのIT関連サービスを提供;通信・技術,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0862.HK,generated,,,Hong Kong,HKEX,00862,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,通信・技術,中国でモバイルインターネットサービスなどのIT関連サービスを提供,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00866.HK,秦発集団 チャイナチンファ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,energy,energy,00866;秦発集団 チャイナチンファ;石炭事業。石炭の貯蔵;輸送から販売までを一貫して取り扱う;金属・鉱業,none,,,,standard,energy,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0866.HK,generated,,,Hong Kong,HKEX,00866,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金属・鉱業,石炭事業。石炭の貯蔵、輸送から販売までを一貫して取り扱う,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00867.HK,康哲薬業 チャイナメディカルシステム,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,00867;康哲薬業 チャイナメディカルシステム;中国で国内外の医薬品を販売;ヘルスケア・バイオテクノロジー,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0867.HK,generated,,,Hong Kong,HKEX,00867,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア・バイオテクノロジー,中国で国内外の医薬品を販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00868.HK,信義ガラス シンギガラス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,00868;信義ガラス シンギガラス;自動車;建築用ガラスメーカー,none,,,,standard,automotive,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0868.HK,generated,,,Hong Kong,HKEX,00868,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,自動車,自動車、建築用ガラスメーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00869.HK,プレイメイツ玩具 プレイメイツトイズ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,00869;プレイメイツ玩具 プレイメイツトイズ;玩具メーカー。フィギュア;模型;ぬいぐるみなどを50カ国で販売している;一般製造,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0869.HK,generated,,,Hong Kong,HKEX,00869,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,玩具メーカー。フィギュア、模型、ぬいぐるみなどを50カ国で販売している,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00874.HK,広州白雲山医薬 バイユンシャン ファーマ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,00874;広州白雲山医薬 バイユンシャン ファーマ;中国の製薬会社。漢方薬や西洋医薬;医療機械の開発;販売;輸出などの業務を展開;ヘルスケア,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0874.HK,generated,,,Hong Kong,HKEX,00874,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア,中国の製薬会社。漢方薬や西洋医薬、医療機械の開発、販売、輸出などの業務を展開,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00876.HK,佳兆業健康 カイサヘルスグループ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00876;佳兆業健康 カイサヘルスグループ;電子部品の製造取引。そのほか不動産投資;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0876.HK,generated,,,Hong Kong,HKEX,00876,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,電子部品の製造取引。そのほか不動産投資,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00878.HK,金朝陽 サウンドウィル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,00878;金朝陽 サウンドウィル;香港での不動産開発・投資・売買・管理;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0878.HK,generated,,,Hong Kong,HKEX,00878,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,香港での不動産開発・投資・売買・管理,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00880.HK,澳門博彩(SJM) エスジェイエムホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,00880;澳門博彩(SJM) エスジェイエムホールディングス;マカオでカジノを経営;観光・ホテル・飲食店,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0880.HK,generated,,,Hong Kong,HKEX,00880,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,観光・ホテル・飲食店,マカオでカジノを経営,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00881.HK,中升集団 ジョンシェングループ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,00881;中升集団 ジョンシェングループ;中国で自動車ディーラーを手がける;自動車,none,,,,standard,automotive,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0881.HK,generated,,,Hong Kong,HKEX,00881,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,自動車,中国で自動車ディーラーを手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00882.HK,天津発展 テンシン デベロップメント,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,00882;天津発展 テンシン デベロップメント;天津市政府系企業。様玉な分野へ投資を行うコングロマリット。酒造;港湾サービス;天津地区の有料道路運営;不動産販売及び公共インフラ事業を手がける;総合,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0882.HK,generated,,,Hong Kong,HKEX,00882,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,総合,天津市政府系企業。様玉な分野へ投資を行うコングロマリット。酒造、港湾サービス、天津地区の有料道路運営、不動産販売及び公共インフラ事業を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00883.HK,CNOOC シーエヌオーオーシー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,00883;CNOOC シーエヌオーオーシー;中国3大石油メジャーのひとつで;沖合油田・天然ガス田の探索;開発および生産を主力とする。中国近海はもとより;インドネシアなど海外でも生産。インドネシアでは国内最大の沖合産油業者;石油,none,,,,standard,utilities,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0883.HK,generated,,,Hong Kong,HKEX,00883,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,石油,中国3大石油メジャーのひとつで、沖合油田・天然ガス田の探索、開発および生産を主力とする。中国近海はもとより、インドネシアなど海外でも生産。インドネシアでは国内最大の沖合産油業者,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00887.HK,英皇鐘表珠宝 エンペラーウォッチアンドジュエリー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,00887;英皇鐘表珠宝 エンペラーウォッチアンドジュエリー;香港;マカオで時計;宝飾品を取り扱う;小売・輸出入,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0887.HK,generated,,,Hong Kong,HKEX,00887,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,小売・輸出入,香港、マカオで時計、宝飾品を取り扱う,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00888.HK,鏈信控股 ブロックフィンホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,00888;鏈信控股 ブロックフィンホールディングス;香港での車内広告;車体広告販売;関連商品販売;メディア,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0888.HK,generated,,,Hong Kong,HKEX,00888,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,メディア,香港での車内広告、車体広告販売、関連商品販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00889.HK,連達科技控股 ダトロニクス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00889;連達科技控股 ダトロニクス;電子部品の製造販売;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0889.HK,generated,,,Hong Kong,HKEX,00889,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,電子部品の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00893.HK,中国バナジウム ブイティーエムマイニング,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,00893;中国バナジウム ブイティーエムマイニング;中国でバナジウム含有チタン磁鉄鉱の鉱山開発に従事;金属（鉄・非鉄）,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0893.HK,generated,,,Hong Kong,HKEX,00893,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金属（鉄・非鉄）,中国でバナジウム含有チタン磁鉄鉱の鉱山開発に従事,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
00894.HK,万裕科技 マンユエ テクノロジー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,00894;万裕科技 マンユエ テクノロジー;電子部品の製造販売。電子機器販売;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,0894.HK,generated,,,Hong Kong,HKEX,00894,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,電子部品の製造販売。電子機器販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
