symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,asset_class,region_exposure,is_hedged,smai_theme_tags,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_growth_eligible,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,nisa_tsumitate_eligible,source_section,source_market,source_description,source_expense_ratio_pct,source_management_company,source_nisa_growth,source_url
IGSB,iシェアーズ 米ドル建て社債1-5年ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,IGSB;iシェアーズ 米ドル建て社債1-5年ETF;iシェアーズ短期社債ETF（iShares Short-Term Corporate Bond ETF）は、米国籍のETF（上場投資信託）。米ドル建てで投資適格かつ残存期間1-3年の、社債、ソブリン債、国際 機関債、地方債、および非米国政府機関債で構成されるインデックス、具体的には、ICE バンクオブアメリカ・メリルリンチ1-5年米国社債インデックスに連動する投資成果を目 指す。;ブラックロック･ファンド・アドバイザーズ;NASDAQ,none,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,IGSB,generated,,,United States,NASDAQ,IGSB,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,iシェアーズ短期社債ETF（iShares Short-Term Corporate Bond ETF）は、米国籍のETF（上場投資信託）。米ドル建てで投資適格かつ残存期間1-3年の、社債、ソブリン債、国際 機関債、地方債、および非米国政府機関債で構成されるインデックス、具体的には、ICE バンクオブアメリカ・メリルリンチ1-5年米国社債インデックスに連動する投資成果を目 指す。,,ブラックロック･ファンド・アドバイザーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
IHY,ヴァンエック ベクトル 国際ハイイールド債ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,IHY;ヴァンエック ベクトル 国際ハイイールド債ETF;BofA Merrill Lynchグローバル・ハイイールド・コンストレインド・インデックス（米国を除く)に連動する運用実績を目指します。;ヴァン・エック・グローバル;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,IHY,generated,,,United States,NYSEARCA,IHY,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,BofA Merrill Lynchグローバル・ハイイールド・コンストレインド・インデックス（米国を除く)に連動する運用実績を目指します。,,ヴァン・エック・グローバル,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
IJH,iシェアーズ・コア S&P 中型株 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,IJH;iシェアーズ・コア S&P 中型株 ETF;スタンダード・アンド・プアーズMidCap 400インデックスによって代表される米国の中型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。;ブラックロック･ファンド・アドバイザーズ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,IJH,generated,,,United States,NYSEARCA,IJH,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,スタンダード・アンド・プアーズMidCap 400インデックスによって代表される米国の中型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,,ブラックロック･ファンド・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
IJR,iシェアーズ・コア S&P 小型株 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,IJR;iシェアーズ・コア S&P 小型株 ETF;スタンダード･アンド･プアーズSmallCap 600 インデックスによって代表される米国の小型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。;ブラックロック･ファンド・アドバイザーズ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,IJR,generated,,,United States,NYSEARCA,IJR,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,スタンダード･アンド･プアーズSmallCap 600 インデックスによって代表される米国の小型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,,ブラックロック･ファンド・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
ILF,iシェアーズ ラテンアメリカ 40 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,ILF;iシェアーズ ラテンアメリカ 40 ETF;スタンダード&プアーズ ラテンアメリカ40インデックスによって表されるメキシコおよび南米の企業の株価および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。;ブラックロック･ファンド・アドバイザーズ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,ILF,generated,,,United States,NYSEARCA,ILF,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,latin_america,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,スタンダード&プアーズ ラテンアメリカ40インデックスによって表されるメキシコおよび南米の企業の株価および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,,ブラックロック･ファンド・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
ILDR,FTイノベーションリーダーズETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,ILDR;FTイノベーションリーダーズETF;イノベーションを牽引する企業に投資するアクティブ運用ファンド。;ファーストトラスト;NYSE,none,,active,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,ILDR,generated,,,United States,NYSE,ILDR,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE,イノベーションを牽引する企業に投資するアクティブ運用ファンド。,,ファーストトラスト,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
INDL,Direxion デイリー MSCI インド株 ブル2倍 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,INDL;Direxion デイリー MSCI インド株 ブル2倍 ETF;インダス インディア指数の200%のパフォーマンスに連動した成果を目指す。;Direxion Investments;NYSE Arca,none,,india,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,INDL,generated,,,United States,NYSEARCA,INDL,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,india,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,インダス インディア指数の200%のパフォーマンスに連動した成果を目指す。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
INKM,ST インカム アロケーション ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,bond,index,INKM;ST インカム アロケーション ETF;配当および利回りを重視し、株式、米国債券、社債、転換社債、優先証券、グローバルREITなど様々な資産へ投資する。;SSGA ファンズ・マネジメント・インク;NYSE Arca,dividend,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,INKM,generated,,,United States,NYSEARCA,INKM,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,配当および利回りを重視し、株式、米国債券、社債、転換社債、優先証券、グローバルREITなど様々な資産へ投資する。,,SSGA ファンズ・マネジメント・インク,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
INTW,グラナイトS 2倍 ロング INTC デイリー ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,INTW;グラナイトS 2倍 ロング INTC デイリー ETF;インテル（NASDAQ：INTC）普通株式の日次変動率の２倍（200％）を目指す。;グラナイトシェアーズ;NASDAQ,none,,nasdaq100,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,INTW,generated,,,United States,NASDAQ,INTW,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,インテル（NASDAQ：INTC）普通株式の日次変動率の２倍（200％）を目指す。,,グラナイトシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
IOO,iシェアーズ グローバル 100 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,IOO;iシェアーズ グローバル 100 ETF;スタンダード・アンド・プアーズ・グローバル100インデックスによって代表される世界の大型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。当インデックスはスタンダード・アンド・プアーズ・グローバル1200インデックスのサブセット指数です。;ブラックロック･ファンド・アドバイザーズ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,IOO,generated,,,United States,NYSEARCA,IOO,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,スタンダード・アンド・プアーズ・グローバル100インデックスによって代表される世界の大型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。当インデックスはスタンダード・アンド・プアーズ・グローバル1200インデックスのサブセット指数です。,,ブラックロック･ファンド・アドバイザーズ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
IONL,グラナイトS2倍 ロング IONQ デイリーETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,index,index,IONL;グラナイトS2倍 ロング IONQ デイリーETF;IonQ Inc(NYSE:IONQ)の日次変動率の2 倍（200％）の投資成果を目指す。;グラナイトシェアーズ;NASDAQ,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,IONL,generated,,,United States,NASDAQ,IONL,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,IonQ Inc(NYSE:IONQ)の日次変動率の2 倍（200％）の投資成果を目指す。,,グラナイトシェアーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
IVOG,バンガード S&Pミッドキャップ400グロースETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,IVOG;バンガード S&Pミッドキャップ400グロースETF;米国株式市場の、多種多様な産業を代表する中型株式400銘柄のうち、グロース株をカバーする、S&Pミッドキャップ400グロース指数に連動したパフォーマンスを目指します。;バンガード グループ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,IVOG,generated,,,United States,NYSEARCA,IVOG,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,米国株式市場の、多種多様な産業を代表する中型株式400銘柄のうち、グロース株をカバーする、S&Pミッドキャップ400グロース指数に連動したパフォーマンスを目指します。,,バンガード グループ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
IVOO,バンガード S&Pミッドキャップ400 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,IVOO;バンガード S&Pミッドキャップ400 ETF;米国株式市場の、多種多様な産業を代表する中型株式400銘柄で構成される、S&Pミッドキャップ400指数に連動したパフォーマンスを目指します。;バンガード グループ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,IVOO,generated,,,United States,NYSEARCA,IVOO,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,米国株式市場の、多種多様な産業を代表する中型株式400銘柄で構成される、S&Pミッドキャップ400指数に連動したパフォーマンスを目指します。,,バンガード グループ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
